"Category";"locus_tag"
"Arginine and proline metabolism";"b1444"
"Arginine and proline metabolism";"b1584"
"Arginine and proline metabolism";"b1744"
"Arginine and proline metabolism";"b1745"
"Arginine and proline metabolism";"b1746"
"Arginine and proline metabolism";"b1747"
"Arginine and proline metabolism";"b1748"
"Arginine and proline metabolism";"b2937"
"Arginine and proline metabolism";"b2938"
"Arginine and proline metabolism";"b2965"
"Arginine and proline metabolism";"b3073"
"Arginine and proline metabolism";"b4117"
"Carbapenem biosynthesis";"b0242"
"Carbapenem biosynthesis";"b0243"
"Histidine metabolism";"b2019"
"Histidine metabolism";"b2020"
"Histidine metabolism";"b2021"
"Histidine metabolism";"b2022"
"Histidine metabolism";"b2023"
"Histidine metabolism";"b2024"
"Histidine metabolism";"b2025"
"Histidine metabolism";"b2026"
"Tyrosine metabolism";"b0356"
"Tyrosine metabolism";"b0801"
"Tyrosine metabolism";"b0928"
"Tyrosine metabolism";"b1241"
"Tyrosine metabolism";"b1385"
"Tyrosine metabolism";"b1386"
"Tyrosine metabolism";"b1478"
"Tyrosine metabolism";"b2021"
"Tyrosine metabolism";"b2661"
"Tyrosine metabolism";"b3589"
"Tyrosine metabolism";"b4054"
"Phenylalanine metabolism";"b0347"
"Phenylalanine metabolism";"b0348"
"Phenylalanine metabolism";"b0349"
"Phenylalanine metabolism";"b0350"
"Phenylalanine metabolism";"b0351"
"Phenylalanine metabolism";"b0352"
"Phenylalanine metabolism";"b0801"
"Phenylalanine metabolism";"b0928"
"Phenylalanine metabolism";"b1189"
"Phenylalanine metabolism";"b1385"
"Phenylalanine metabolism";"b1386"
"Phenylalanine metabolism";"b1387"
"Phenylalanine metabolism";"b1388"
"Phenylalanine metabolism";"b1389"
"Phenylalanine metabolism";"b1390"
"Phenylalanine metabolism";"b1391"
"Phenylalanine metabolism";"b1392"
"Phenylalanine metabolism";"b1393"
"Phenylalanine metabolism";"b1394"
"Phenylalanine metabolism";"b1395"
"Phenylalanine metabolism";"b1396"
"Phenylalanine metabolism";"b1397"
"Phenylalanine metabolism";"b1398"
"Phenylalanine metabolism";"b2021"
"Phenylalanine metabolism";"b2538"
"Phenylalanine metabolism";"b2539"
"Phenylalanine metabolism";"b2540"
"Phenylalanine metabolism";"b2541"
"Phenylalanine metabolism";"b2542"
"Phenylalanine metabolism";"b3441"
"Phenylalanine metabolism";"b3942"
"Phenylalanine metabolism";"b4054"
"Chlorocyclohexane and chlorobenzene degradation";"b3830"
"Benzoate degradation";"b0350"
"Benzoate degradation";"b0351"
"Benzoate degradation";"b0352"
"Benzoate degradation";"b1393"
"Benzoate degradation";"b1395"
"Benzoate degradation";"b1461"
"Benzoate degradation";"b2224"
"Benzoate degradation";"b2341"
"Benzoate degradation";"b2342"
"Benzoate degradation";"b2844"
"Benzoate degradation";"b3845"
"Benzoate degradation";"b3846"
"Fluorobenzoate degradation";"b3830"
"Tryptophan metabolism";"b0116"
"Tryptophan metabolism";"b0727"
"Tryptophan metabolism";"b1393"
"Tryptophan metabolism";"b1732"
"Tryptophan metabolism";"b2224"
"Tryptophan metabolism";"b2341"
"Tryptophan metabolism";"b2844"
"Tryptophan metabolism";"b3708"
"Tryptophan metabolism";"b3846"
"Tryptophan metabolism";"b3942"
"Phenylalanine, tyrosine and tryptophan biosynthesis";"b0388"
"Phenylalanine, tyrosine and tryptophan biosynthesis";"b0754"
"Phenylalanine, tyrosine and tryptophan biosynthesis";"b0908"
"Phenylalanine, tyrosine and tryptophan biosynthesis";"b0928"
"Phenylalanine, tyrosine and tryptophan biosynthesis";"b1260"
"Phenylalanine, tyrosine and tryptophan biosynthesis";"b1261"
"Phenylalanine, tyrosine and tryptophan biosynthesis";"b1262"
"Phenylalanine, tyrosine and tryptophan biosynthesis";"b1263"
"Phenylalanine, tyrosine and tryptophan biosynthesis";"b1264"
"Phenylalanine, tyrosine and tryptophan biosynthesis";"b1692"
"Phenylalanine, tyrosine and tryptophan biosynthesis";"b1693"
"Phenylalanine, tyrosine and tryptophan biosynthesis";"b1704"
"Phenylalanine, tyrosine and tryptophan biosynthesis";"b2021"
"Phenylalanine, tyrosine and tryptophan biosynthesis";"b2329"
"Phenylalanine, tyrosine and tryptophan biosynthesis";"b2599"
"Phenylalanine, tyrosine and tryptophan biosynthesis";"b2600"
"Phenylalanine, tyrosine and tryptophan biosynthesis";"b2601"
"Phenylalanine, tyrosine and tryptophan biosynthesis";"b3281"
"Phenylalanine, tyrosine and tryptophan biosynthesis";"b3389"
"Phenylalanine, tyrosine and tryptophan biosynthesis";"b3390"
"Phenylalanine, tyrosine and tryptophan biosynthesis";"b4054"
"Novobiocin biosynthesis";"b0928"
"Novobiocin biosynthesis";"b2021"
"Novobiocin biosynthesis";"b2600"
"Novobiocin biosynthesis";"b4054"
"beta-Alanine metabolism";"b0131"
"beta-Alanine metabolism";"b0133"
"beta-Alanine metabolism";"b1302"
"beta-Alanine metabolism";"b1386"
"beta-Alanine metabolism";"b1393"
"beta-Alanine metabolism";"b1444"
"beta-Alanine metabolism";"b1493"
"beta-Alanine metabolism";"b2146"
"beta-Alanine metabolism";"b2147"
"beta-Alanine metabolism";"b2341"
"beta-Alanine metabolism";"b2662"
"beta-Alanine metabolism";"b2873"
"beta-Alanine metabolism";"b3517"
"beta-Alanine metabolism";"b3846"
"Taurine and hypotaurine metabolism";"b0368"
"Taurine and hypotaurine metabolism";"b1493"
"Taurine and hypotaurine metabolism";"b2296"
"Taurine and hypotaurine metabolism";"b2297"
"Taurine and hypotaurine metabolism";"b3447"
"Taurine and hypotaurine metabolism";"b3517"
"Phosphonate and phosphinate metabolism";"b4092"
"Phosphonate and phosphinate metabolism";"b4093"
"Phosphonate and phosphinate metabolism";"b4095"
"Phosphonate and phosphinate metabolism";"b4096"
"Phosphonate and phosphinate metabolism";"b4098"
"Phosphonate and phosphinate metabolism";"b4099"
"Phosphonate and phosphinate metabolism";"b4100"
"Phosphonate and phosphinate metabolism";"b4101"
"Selenocompound metabolism";"b0888"
"Selenocompound metabolism";"b1587"
"Selenocompound metabolism";"b1588"
"Selenocompound metabolism";"b1622"
"Selenocompound metabolism";"b1680"
"Selenocompound metabolism";"b1764"
"Selenocompound metabolism";"b2114"
"Selenocompound metabolism";"b2751"
"Selenocompound metabolism";"b2752"
"Selenocompound metabolism";"b2878"
"Selenocompound metabolism";"b2880"
"Selenocompound metabolism";"b2881"
"Selenocompound metabolism";"b3008"
"Selenocompound metabolism";"b3591"
"Selenocompound metabolism";"b3829"
"Selenocompound metabolism";"b3939"
"Selenocompound metabolism";"b4019"
"Cyanoamino acid metabolism";"b0828"
"Cyanoamino acid metabolism";"b1767"
"Cyanoamino acid metabolism";"b2132"
"Cyanoamino acid metabolism";"b2551"
"Cyanoamino acid metabolism";"b2957"
"Cyanoamino acid metabolism";"b3447"
"Cyanoamino acid metabolism";"b3744"
"D-Amino acid metabolism";"b0088"
"D-Amino acid metabolism";"b0092"
"D-Amino acid metabolism";"b0381"
"D-Amino acid metabolism";"b0485"
"D-Amino acid metabolism";"b1189"
"D-Amino acid metabolism";"b1190"
"D-Amino acid metabolism";"b1524"
"D-Amino acid metabolism";"b1919"
"D-Amino acid metabolism";"b2366"
"D-Amino acid metabolism";"b2838"
"D-Amino acid metabolism";"b2840"
"D-Amino acid metabolism";"b3809"
"D-Amino acid metabolism";"b3967"
"D-Amino acid metabolism";"b4053"
"Glutathione metabolism";"b0121"
"Glutathione metabolism";"b0237"
"Glutathione metabolism";"b0581"
"Glutathione metabolism";"b0693"
"Glutathione metabolism";"b0711"
"Glutathione metabolism";"b0712"
"Glutathione metabolism";"b0713"
"Glutathione metabolism";"b0838"
"Glutathione metabolism";"b0932"
"Glutathione metabolism";"b1136"
"Glutathione metabolism";"b1218"
"Glutathione metabolism";"b1635"
"Glutathione metabolism";"b1710"
"Glutathione metabolism";"b1852"
"Glutathione metabolism";"b2029"
"Glutathione metabolism";"b2301"
"Glutathione metabolism";"b2523"
"Glutathione metabolism";"b2688"
"Glutathione metabolism";"b2947"
"Glutathione metabolism";"b2965"
"Glutathione metabolism";"b2988"
"Glutathione metabolism";"b3447"
"Glutathione metabolism";"b3500"
"Glutathione metabolism";"b4260"
"Starch and sucrose metabolism";"b0394"
"Starch and sucrose metabolism";"b0403"
"Starch and sucrose metabolism";"b0688"
"Starch and sucrose metabolism";"b1197"
"Starch and sucrose metabolism";"b1236"
"Starch and sucrose metabolism";"b1317"
"Starch and sucrose metabolism";"b1621"
"Starch and sucrose metabolism";"b1734"
"Starch and sucrose metabolism";"b1736"
"Starch and sucrose metabolism";"b1737"
"Starch and sucrose metabolism";"b1738"
"Starch and sucrose metabolism";"b1896"
"Starch and sucrose metabolism";"b1897"
"Starch and sucrose metabolism";"b1927"
"Starch and sucrose metabolism";"b2042"
"Starch and sucrose metabolism";"b2132"
"Starch and sucrose metabolism";"b2388"
"Starch and sucrose metabolism";"b2417"
"Starch and sucrose metabolism";"b2716"
"Starch and sucrose metabolism";"b2901"
"Starch and sucrose metabolism";"b3416"
"Starch and sucrose metabolism";"b3417"
"Starch and sucrose metabolism";"b3428"
"Starch and sucrose metabolism";"b3429"
"Starch and sucrose metabolism";"b3430"
"Starch and sucrose metabolism";"b3431"
"Starch and sucrose metabolism";"b3432"
"Starch and sucrose metabolism";"b3519"
"Starch and sucrose metabolism";"b3533"
"Starch and sucrose metabolism";"b3571"
"Starch and sucrose metabolism";"b3682"
"Starch and sucrose metabolism";"b3683"
"Starch and sucrose metabolism";"b3721"
"Starch and sucrose metabolism";"b4025"
"Starch and sucrose metabolism";"b4239"
"Starch and sucrose metabolism";"b4240"
"Other glycan degradation";"b0344"
"Other glycan degradation";"b3076"
"Other glycan degradation";"b3077"
"Amino sugar and nucleotide sugar metabolism";"b0271"
"Amino sugar and nucleotide sugar metabolism";"b0394"
"Amino sugar and nucleotide sugar metabolism";"b0677"
"Amino sugar and nucleotide sugar metabolism";"b0678"
"Amino sugar and nucleotide sugar metabolism";"b0679"
"Amino sugar and nucleotide sugar metabolism";"b0688"
"Amino sugar and nucleotide sugar metabolism";"b0757"
"Amino sugar and nucleotide sugar metabolism";"b0758"
"Amino sugar and nucleotide sugar metabolism";"b0759"
"Amino sugar and nucleotide sugar metabolism";"b1101"
"Amino sugar and nucleotide sugar metabolism";"b1107"
"Amino sugar and nucleotide sugar metabolism";"b1119"
"Amino sugar and nucleotide sugar metabolism";"b1236"
"Amino sugar and nucleotide sugar metabolism";"b1613"
"Amino sugar and nucleotide sugar metabolism";"b1621"
"Amino sugar and nucleotide sugar metabolism";"b1640"
"Amino sugar and nucleotide sugar metabolism";"b1817"
"Amino sugar and nucleotide sugar metabolism";"b1818"
"Amino sugar and nucleotide sugar metabolism";"b1819"
"Amino sugar and nucleotide sugar metabolism";"b2028"
"Amino sugar and nucleotide sugar metabolism";"b2036"
"Amino sugar and nucleotide sugar metabolism";"b2042"
"Amino sugar and nucleotide sugar metabolism";"b2048"
"Amino sugar and nucleotide sugar metabolism";"b2049"
"Amino sugar and nucleotide sugar metabolism";"b2052"
"Amino sugar and nucleotide sugar metabolism";"b2053"
"Amino sugar and nucleotide sugar metabolism";"b2253"
"Amino sugar and nucleotide sugar metabolism";"b2254"
"Amino sugar and nucleotide sugar metabolism";"b2255"
"Amino sugar and nucleotide sugar metabolism";"b2256"
"Amino sugar and nucleotide sugar metabolism";"b2388"
"Amino sugar and nucleotide sugar metabolism";"b2417"
"Amino sugar and nucleotide sugar metabolism";"b2428"
"Amino sugar and nucleotide sugar metabolism";"b2429"
"Amino sugar and nucleotide sugar metabolism";"b3176"
"Amino sugar and nucleotide sugar metabolism";"b3189"
"Amino sugar and nucleotide sugar metabolism";"b3222"
"Amino sugar and nucleotide sugar metabolism";"b3223"
"Amino sugar and nucleotide sugar metabolism";"b3225"
"Amino sugar and nucleotide sugar metabolism";"b3338"
"Amino sugar and nucleotide sugar metabolism";"b3430"
"Amino sugar and nucleotide sugar metabolism";"b3729"
"Amino sugar and nucleotide sugar metabolism";"b3730"
"Amino sugar and nucleotide sugar metabolism";"b3786"
"Amino sugar and nucleotide sugar metabolism";"b3787"
"Amino sugar and nucleotide sugar metabolism";"b3972"
"Amino sugar and nucleotide sugar metabolism";"b4025"
"Streptomycin biosynthesis";"b0688"
"Streptomycin biosynthesis";"b2038"
"Streptomycin biosynthesis";"b2039"
"Streptomycin biosynthesis";"b2040"
"Streptomycin biosynthesis";"b2041"
"Streptomycin biosynthesis";"b2388"
"Streptomycin biosynthesis";"b2533"
"Streptomycin biosynthesis";"b3788"
"Streptomycin biosynthesis";"b3789"
"Polyketide sugar unit biosynthesis";"b2038"
"Polyketide sugar unit biosynthesis";"b2039"
"Polyketide sugar unit biosynthesis";"b2040"
"Polyketide sugar unit biosynthesis";"b2041"
"Polyketide sugar unit biosynthesis";"b3788"
"Polyketide sugar unit biosynthesis";"b3789"
"Acarbose and validamycin biosynthesis";"b2039"
"Acarbose and validamycin biosynthesis";"b2041"
"Acarbose and validamycin biosynthesis";"b3788"
"Acarbose and validamycin biosynthesis";"b3789"
"Lipopolysaccharide biosynthesis";"b0096"
"Lipopolysaccharide biosynthesis";"b0179"
"Lipopolysaccharide biosynthesis";"b0181"
"Lipopolysaccharide biosynthesis";"b0182"
"Lipopolysaccharide biosynthesis";"b0200"
"Lipopolysaccharide biosynthesis";"b0222"
"Lipopolysaccharide biosynthesis";"b0524"
"Lipopolysaccharide biosynthesis";"b0622"
"Lipopolysaccharide biosynthesis";"b0915"
"Lipopolysaccharide biosynthesis";"b0918"
"Lipopolysaccharide biosynthesis";"b1054"
"Lipopolysaccharide biosynthesis";"b1215"
"Lipopolysaccharide biosynthesis";"b1855"
"Lipopolysaccharide biosynthesis";"b2174"
"Lipopolysaccharide biosynthesis";"b2257"
"Lipopolysaccharide biosynthesis";"b2378"
"Lipopolysaccharide biosynthesis";"b3052"
"Lipopolysaccharide biosynthesis";"b3197"
"Lipopolysaccharide biosynthesis";"b3198"
"Lipopolysaccharide biosynthesis";"b3546"
"Lipopolysaccharide biosynthesis";"b3615"
"Lipopolysaccharide biosynthesis";"b3619"
"Lipopolysaccharide biosynthesis";"b3620"
"Lipopolysaccharide biosynthesis";"b3621"
"Lipopolysaccharide biosynthesis";"b3622"
"Lipopolysaccharide biosynthesis";"b3623"
"Lipopolysaccharide biosynthesis";"b3624"
"Lipopolysaccharide biosynthesis";"b3625"
"Lipopolysaccharide biosynthesis";"b3626"
"Lipopolysaccharide biosynthesis";"b3627"
"Lipopolysaccharide biosynthesis";"b3628"
"Lipopolysaccharide biosynthesis";"b3629"
"Lipopolysaccharide biosynthesis";"b3630"
"Lipopolysaccharide biosynthesis";"b3631"
"Lipopolysaccharide biosynthesis";"b3632"
"Lipopolysaccharide biosynthesis";"b3633"
"Lipopolysaccharide biosynthesis";"b3955"
"Lipopolysaccharide biosynthesis";"b4114"
"O-Antigen nucleotide sugar biosynthesis";"b0759"
"O-Antigen nucleotide sugar biosynthesis";"b1236"
"O-Antigen nucleotide sugar biosynthesis";"b1613"
"O-Antigen nucleotide sugar biosynthesis";"b2028"
"O-Antigen nucleotide sugar biosynthesis";"b2036"
"O-Antigen nucleotide sugar biosynthesis";"b2038"
"O-Antigen nucleotide sugar biosynthesis";"b2039"
"O-Antigen nucleotide sugar biosynthesis";"b2040"
"O-Antigen nucleotide sugar biosynthesis";"b2041"
"O-Antigen nucleotide sugar biosynthesis";"b2042"
"O-Antigen nucleotide sugar biosynthesis";"b2048"
"O-Antigen nucleotide sugar biosynthesis";"b2049"
"O-Antigen nucleotide sugar biosynthesis";"b2052"
"O-Antigen nucleotide sugar biosynthesis";"b2053"
"O-Antigen nucleotide sugar biosynthesis";"b3730"
"O-Antigen nucleotide sugar biosynthesis";"b3786"
"O-Antigen nucleotide sugar biosynthesis";"b3787"
"O-Antigen nucleotide sugar biosynthesis";"b3788"
"O-Antigen nucleotide sugar biosynthesis";"b3789"
"O-Antigen nucleotide sugar biosynthesis";"b3790"
"O-Antigen nucleotide sugar biosynthesis";"b3791"
"O-Antigen repeat unit biosynthesis";"b2032"
"O-Antigen repeat unit biosynthesis";"b2034"
"O-Antigen repeat unit biosynthesis";"b3784"
"Exopolysaccharide biosynthesis";"b1021"
"Exopolysaccharide biosynthesis";"b1022"
"Exopolysaccharide biosynthesis";"b2044"
"Exopolysaccharide biosynthesis";"b2045"
"Exopolysaccharide biosynthesis";"b2047"
"Exopolysaccharide biosynthesis";"b2050"
"Exopolysaccharide biosynthesis";"b2054"
"Exopolysaccharide biosynthesis";"b2055"
"Exopolysaccharide biosynthesis";"b2057"
"Exopolysaccharide biosynthesis";"b2058"
"Exopolysaccharide biosynthesis";"b2059"
"Exopolysaccharide biosynthesis";"b3607"
"Exopolysaccharide biosynthesis";"b3784"
"Exopolysaccharide biosynthesis";"b3794"
"Exopolysaccharide biosynthesis";"b4481"
"Peptidoglycan biosynthesis";"b0084"
"Peptidoglycan biosynthesis";"b0085"
"Peptidoglycan biosynthesis";"b0086"
"Peptidoglycan biosynthesis";"b0087"
"Peptidoglycan biosynthesis";"b0088"
"Peptidoglycan biosynthesis";"b0090"
"Peptidoglycan biosynthesis";"b0091"
"Peptidoglycan biosynthesis";"b0092"
"Peptidoglycan biosynthesis";"b0149"
"Peptidoglycan biosynthesis";"b0174"
"Peptidoglycan biosynthesis";"b0381"
"Peptidoglycan biosynthesis";"b0632"
"Peptidoglycan biosynthesis";"b0635"
"Peptidoglycan biosynthesis";"b0839"
"Peptidoglycan biosynthesis";"b0841"
"Peptidoglycan biosynthesis";"b2010"
"Peptidoglycan biosynthesis";"b2430"
"Peptidoglycan biosynthesis";"b2519"
"Peptidoglycan biosynthesis";"b3057"
"Peptidoglycan biosynthesis";"b3182"
"Peptidoglycan biosynthesis";"b3189"
"Peptidoglycan biosynthesis";"b3208"
"Peptidoglycan biosynthesis";"b3396"
"Peptidoglycan biosynthesis";"b3972"
"Teichoic acid biosynthesis";"b0841"
"Teichoic acid biosynthesis";"b3057"
"Teichoic acid biosynthesis";"b3784"
"Glycerolipid metabolism";"b0325"
"Glycerolipid metabolism";"b0514"
"Glycerolipid metabolism";"b1090"
"Glycerolipid metabolism";"b1198"
"Glycerolipid metabolism";"b1199"
"Glycerolipid metabolism";"b1200"
"Glycerolipid metabolism";"b3018"
"Glycerolipid metabolism";"b3059"
"Glycerolipid metabolism";"b3124"
"Glycerolipid metabolism";"b3926"
"Glycerolipid metabolism";"b3945"
"Glycerolipid metabolism";"b4041"
"Glycerolipid metabolism";"b4042"
"Glycerolipid metabolism";"b4119"
"Inositol phosphate metabolism";"b0980"
"Inositol phosphate metabolism";"b2533"
"Inositol phosphate metabolism";"b3919"
"Glycerophospholipid metabolism";"b0175"
"Glycerophospholipid metabolism";"b0418"
"Glycerophospholipid metabolism";"b0789"
"Glycerophospholipid metabolism";"b1046"
"Glycerophospholipid metabolism";"b1249"
"Glycerophospholipid metabolism";"b1278"
"Glycerophospholipid metabolism";"b1409"
"Glycerophospholipid metabolism";"b1912"
"Glycerophospholipid metabolism";"b2239"
"Glycerophospholipid metabolism";"b2241"
"Glycerophospholipid metabolism";"b2242"
"Glycerophospholipid metabolism";"b2243"
"Glycerophospholipid metabolism";"b2440"
"Glycerophospholipid metabolism";"b2441"
"Glycerophospholipid metabolism";"b2451"
"Glycerophospholipid metabolism";"b2560"
"Glycerophospholipid metabolism";"b2585"
"Glycerophospholipid metabolism";"b2836"
"Glycerophospholipid metabolism";"b3018"
"Glycerophospholipid metabolism";"b3059"
"Glycerophospholipid metabolism";"b3426"
"Glycerophospholipid metabolism";"b3449"
"Glycerophospholipid metabolism";"b3608"
"Glycerophospholipid metabolism";"b3821"
"Glycerophospholipid metabolism";"b3825"
"Glycerophospholipid metabolism";"b3918"
"Glycerophospholipid metabolism";"b4041"
"Glycerophospholipid metabolism";"b4042"
"Glycerophospholipid metabolism";"b4160"
"Ether lipid metabolism";"b3821"
"Arachidonic acid metabolism";"b1710"
"Arachidonic acid metabolism";"b3821"
"alpha-Linolenic acid metabolism";"b2342"
"alpha-Linolenic acid metabolism";"b3821"
"alpha-Linolenic acid metabolism";"b3845"
"Sphingolipid metabolism";"b0344"
"Sphingolipid metabolism";"b4119"
"Pyruvate metabolism";"b0074"
"Pyruvate metabolism";"b0114"
"Pyruvate metabolism";"b0115"
"Pyruvate metabolism";"b0116"
"Pyruvate metabolism";"b0185"
"Pyruvate metabolism";"b0212"
"Pyruvate metabolism";"b0325"
"Pyruvate metabolism";"b0351"
"Pyruvate metabolism";"b0356"
"Pyruvate metabolism";"b0871"
"Pyruvate metabolism";"b0903"
"Pyruvate metabolism";"b0927"
"Pyruvate metabolism";"b0968"
"Pyruvate metabolism";"b1033"
"Pyruvate metabolism";"b1241"
"Pyruvate metabolism";"b1378"
"Pyruvate metabolism";"b1380"
"Pyruvate metabolism";"b1415"
"Pyruvate metabolism";"b1478"
"Pyruvate metabolism";"b1479"
"Pyruvate metabolism";"b1611"
"Pyruvate metabolism";"b1612"
"Pyruvate metabolism";"b1651"
"Pyruvate metabolism";"b1675"
"Pyruvate metabolism";"b1676"
"Pyruvate metabolism";"b1702"
"Pyruvate metabolism";"b1854"
"Pyruvate metabolism";"b1967"
"Pyruvate metabolism";"b2133"
"Pyruvate metabolism";"b2210"
"Pyruvate metabolism";"b2224"
"Pyruvate metabolism";"b2296"
"Pyruvate metabolism";"b2297"
"Pyruvate metabolism";"b2316"
"Pyruvate metabolism";"b2453"
"Pyruvate metabolism";"b2455"
"Pyruvate metabolism";"b2458"
"Pyruvate metabolism";"b2463"
"Pyruvate metabolism";"b2844"
"Pyruvate metabolism";"b2929"
"Pyruvate metabolism";"b2976"
"Pyruvate metabolism";"b3114"
"Pyruvate metabolism";"b3236"
"Pyruvate metabolism";"b3255"
"Pyruvate metabolism";"b3256"
"Pyruvate metabolism";"b3403"
"Pyruvate metabolism";"b3553"
"Pyruvate metabolism";"b3588"
"Pyruvate metabolism";"b3589"
"Pyruvate metabolism";"b3605"
"Pyruvate metabolism";"b3956"
"Pyruvate metabolism";"b4014"
"Pyruvate metabolism";"b4069"
"Pyruvate metabolism";"b4122"
"Pyruvate metabolism";"b4151"
"Pyruvate metabolism";"b4152"
"Pyruvate metabolism";"b4153"
"Pyruvate metabolism";"b4154"
"Pyruvate metabolism";"b4269"
"Dioxin degradation";"b0350"
"Dioxin degradation";"b0351"
"Dioxin degradation";"b0352"
"Dioxin degradation";"b1461"
"Xylene degradation";"b0350"
"Xylene degradation";"b0351"
"Xylene degradation";"b0352"
"Xylene degradation";"b1461"
"Toluene degradation";"b3830"
"Chloroalkane and chloroalkene degradation";"b0356"
"Chloroalkane and chloroalkene degradation";"b1241"
"Chloroalkane and chloroalkene degradation";"b1478"
"Chloroalkane and chloroalkene degradation";"b3589"
"Naphthalene degradation";"b0356"
"Naphthalene degradation";"b1241"
"Naphthalene degradation";"b1478"
"Naphthalene degradation";"b3589"
"Aminobenzoate degradation";"b0968"
"Aminobenzoate degradation";"b1393"
"Aminobenzoate degradation";"b1694"
"Aminobenzoate degradation";"b2221"
"Aminobenzoate degradation";"b2222"
"Aminobenzoate degradation";"b2311"
"Glyoxylate and dicarboxylate metabolism";"b0116"
"Glyoxylate and dicarboxylate metabolism";"b0118"
"Glyoxylate and dicarboxylate metabolism";"b0507"
"Glyoxylate and dicarboxylate metabolism";"b0508"
"Glyoxylate and dicarboxylate metabolism";"b0509"
"Glyoxylate and dicarboxylate metabolism";"b0514"
"Glyoxylate and dicarboxylate metabolism";"b0720"
"Glyoxylate and dicarboxylate metabolism";"b0771"
"Glyoxylate and dicarboxylate metabolism";"b1033"
"Glyoxylate and dicarboxylate metabolism";"b1232"
"Glyoxylate and dicarboxylate metabolism";"b1276"
"Glyoxylate and dicarboxylate metabolism";"b1415"
"Glyoxylate and dicarboxylate metabolism";"b1732"
"Glyoxylate and dicarboxylate metabolism";"b1800"
"Glyoxylate and dicarboxylate metabolism";"b1850"
"Glyoxylate and dicarboxylate metabolism";"b2224"
"Glyoxylate and dicarboxylate metabolism";"b2373"
"Glyoxylate and dicarboxylate metabolism";"b2551"
"Glyoxylate and dicarboxylate metabolism";"b2799"
"Glyoxylate and dicarboxylate metabolism";"b2844"
"Glyoxylate and dicarboxylate metabolism";"b2903"
"Glyoxylate and dicarboxylate metabolism";"b2904"
"Glyoxylate and dicarboxylate metabolism";"b2905"
"Glyoxylate and dicarboxylate metabolism";"b2917"
"Glyoxylate and dicarboxylate metabolism";"b2976"
"Glyoxylate and dicarboxylate metabolism";"b2979"
"Glyoxylate and dicarboxylate metabolism";"b3061"
"Glyoxylate and dicarboxylate metabolism";"b3062"
"Glyoxylate and dicarboxylate metabolism";"b3124"
"Glyoxylate and dicarboxylate metabolism";"b3125"
"Glyoxylate and dicarboxylate metabolism";"b3236"
"Glyoxylate and dicarboxylate metabolism";"b3385"
"Glyoxylate and dicarboxylate metabolism";"b3553"
"Glyoxylate and dicarboxylate metabolism";"b3870"
"Glyoxylate and dicarboxylate metabolism";"b3892"
"Glyoxylate and dicarboxylate metabolism";"b3893"
"Glyoxylate and dicarboxylate metabolism";"b3894"
"Glyoxylate and dicarboxylate metabolism";"b4014"
"Glyoxylate and dicarboxylate metabolism";"b4015"
"Glyoxylate and dicarboxylate metabolism";"b4069"
"Glyoxylate and dicarboxylate metabolism";"b4467"
"Glyoxylate and dicarboxylate metabolism";"b4468"
"Nitrotoluene degradation";"b0578"
"Nitrotoluene degradation";"b0851"
"Nitrotoluene degradation";"b0972"
"Nitrotoluene degradation";"b0973"
"Nitrotoluene degradation";"b1650"
"Nitrotoluene degradation";"b2994"
"Nitrotoluene degradation";"b2997"
"Propanoate metabolism";"b0116"
"Propanoate metabolism";"b0118"
"Propanoate metabolism";"b0185"
"Propanoate metabolism";"b0331"
"Propanoate metabolism";"b0333"
"Propanoate metabolism";"b0334"
"Propanoate metabolism";"b0335"
"Propanoate metabolism";"b0728"
"Propanoate metabolism";"b0729"
"Propanoate metabolism";"b0903"
"Propanoate metabolism";"b0963"
"Propanoate metabolism";"b1302"
"Propanoate metabolism";"b1393"
"Propanoate metabolism";"b1771"
"Propanoate metabolism";"b2296"
"Propanoate metabolism";"b2297"
"Propanoate metabolism";"b2316"
"Propanoate metabolism";"b2341"
"Propanoate metabolism";"b2662"
"Propanoate metabolism";"b2799"
"Propanoate metabolism";"b2917"
"Propanoate metabolism";"b2919"
"Propanoate metabolism";"b2920"
"Propanoate metabolism";"b3011"
"Propanoate metabolism";"b3114"
"Propanoate metabolism";"b3115"
"Propanoate metabolism";"b3253"
"Propanoate metabolism";"b3255"
"Propanoate metabolism";"b3256"
"Propanoate metabolism";"b3846"
"Propanoate metabolism";"b3945"
"Propanoate metabolism";"b4069"
"Butanoate metabolism";"b0077"
"Butanoate metabolism";"b0078"
"Butanoate metabolism";"b0351"
"Butanoate metabolism";"b0721"
"Butanoate metabolism";"b0722"
"Butanoate metabolism";"b0723"
"Butanoate metabolism";"b0724"
"Butanoate metabolism";"b0903"
"Butanoate metabolism";"b1241"
"Butanoate metabolism";"b1302"
"Butanoate metabolism";"b1378"
"Butanoate metabolism";"b1393"
"Butanoate metabolism";"b1395"
"Butanoate metabolism";"b1493"
"Butanoate metabolism";"b1525"
"Butanoate metabolism";"b1694"
"Butanoate metabolism";"b1800"
"Butanoate metabolism";"b2221"
"Butanoate metabolism";"b2222"
"Butanoate metabolism";"b2224"
"Butanoate metabolism";"b2341"
"Butanoate metabolism";"b2661"
"Butanoate metabolism";"b2662"
"Butanoate metabolism";"b2844"
"Butanoate metabolism";"b3114"
"Butanoate metabolism";"b3517"
"Butanoate metabolism";"b3670"
"Butanoate metabolism";"b3671"
"Butanoate metabolism";"b3769"
