"Category";"locus_tag"
"Metabolic pathways";"b1397"
"Metabolic pathways";"b1398"
"Metabolic pathways";"b1406"
"Metabolic pathways";"b1409"
"Metabolic pathways";"b1415"
"Metabolic pathways";"b1444"
"Metabolic pathways";"b1461"
"Metabolic pathways";"b1465"
"Metabolic pathways";"b1467"
"Metabolic pathways";"b1468"
"Metabolic pathways";"b1478"
"Metabolic pathways";"b1493"
"Metabolic pathways";"b1521"
"Metabolic pathways";"b1524"
"Metabolic pathways";"b1525"
"Metabolic pathways";"b1539"
"Metabolic pathways";"b1542"
"Metabolic pathways";"b1580"
"Metabolic pathways";"b1581"
"Metabolic pathways";"b1584"
"Metabolic pathways";"b1593"
"Metabolic pathways";"b1602"
"Metabolic pathways";"b1603"
"Metabolic pathways";"b1606"
"Metabolic pathways";"b1611"
"Metabolic pathways";"b1612"
"Metabolic pathways";"b1613"
"Metabolic pathways";"b1617"
"Metabolic pathways";"b1621"
"Metabolic pathways";"b1622"
"Metabolic pathways";"b1623"
"Metabolic pathways";"b1635"
"Metabolic pathways";"b1636"
"Metabolic pathways";"b1638"
"Metabolic pathways";"b1640"
"Metabolic pathways";"b1651"
"Metabolic pathways";"b1662"
"Metabolic pathways";"b1670"
"Metabolic pathways";"b1675"
"Metabolic pathways";"b1676"
"Metabolic pathways";"b1680"
"Metabolic pathways";"b1686"
"Metabolic pathways";"b1692"
"Metabolic pathways";"b1693"
"Metabolic pathways";"b1694"
"Metabolic pathways";"b1702"
"Metabolic pathways";"b1704"
"Metabolic pathways";"b1710"
"Metabolic pathways";"b1723"
"Metabolic pathways";"b1727"
"Metabolic pathways";"b1732"
"Metabolic pathways";"b1740"
"Metabolic pathways";"b1744"
"Metabolic pathways";"b1745"
"Metabolic pathways";"b1746"
"Metabolic pathways";"b1747"
"Metabolic pathways";"b1748"
"Metabolic pathways";"b1759"
"Metabolic pathways";"b1761"
"Metabolic pathways";"b1764"
"Metabolic pathways";"b1767"
"Metabolic pathways";"b1768"
"Metabolic pathways";"b1771"
"Metabolic pathways";"b1774"
"Metabolic pathways";"b1779"
"Metabolic pathways";"b1780"
"Metabolic pathways";"b1800"
"Metabolic pathways";"b1805"
"Metabolic pathways";"b1814"
"Metabolic pathways";"b1817"
"Metabolic pathways";"b1818"
"Metabolic pathways";"b1819"
"Metabolic pathways";"b1832"
"Metabolic pathways";"b1849"
"Metabolic pathways";"b1850"
"Metabolic pathways";"b1851"
"Metabolic pathways";"b1852"
"Metabolic pathways";"b1854"
"Metabolic pathways";"b1855"
"Metabolic pathways";"b1865"
"Metabolic pathways";"b1872"
"Metabolic pathways";"b1873"
"Metabolic pathways";"b1896"
"Metabolic pathways";"b1897"
"Metabolic pathways";"b1912"
"Metabolic pathways";"b1919"
"Metabolic pathways";"b1927"
"Metabolic pathways";"b1955"
"Metabolic pathways";"b1961"
"Metabolic pathways";"b1967"
"Metabolic pathways";"b1970"
"Metabolic pathways";"b1982"
"Metabolic pathways";"b1991"
"Metabolic pathways";"b1992"
"Metabolic pathways";"b1993"
"Metabolic pathways";"b2010"
"Metabolic pathways";"b2019"
"Metabolic pathways";"b2020"
"Metabolic pathways";"b2021"
"Metabolic pathways";"b2022"
"Metabolic pathways";"b2023"
"Metabolic pathways";"b2024"
"Metabolic pathways";"b2025"
"Metabolic pathways";"b2026"
"Metabolic pathways";"b2028"
"Metabolic pathways";"b2029"
"Metabolic pathways";"b2036"
"Metabolic pathways";"b2038"
"Metabolic pathways";"b2039"
"Metabolic pathways";"b2040"
"Metabolic pathways";"b2041"
"Metabolic pathways";"b2042"
"Metabolic pathways";"b2048"
"Metabolic pathways";"b2049"
"Metabolic pathways";"b2052"
"Metabolic pathways";"b2053"
"Metabolic pathways";"b2065"
"Metabolic pathways";"b2066"
"Metabolic pathways";"b2091"
"Metabolic pathways";"b2093"
"Metabolic pathways";"b2094"
"Metabolic pathways";"b2095"
"Metabolic pathways";"b2096"
"Metabolic pathways";"b2097"
"Metabolic pathways";"b2103"
"Metabolic pathways";"b2104"
"Metabolic pathways";"b2114"
"Metabolic pathways";"b2132"
"Metabolic pathways";"b2133"
"Metabolic pathways";"b2143"
"Metabolic pathways";"b2146"
"Metabolic pathways";"b2147"
"Metabolic pathways";"b2153"
"Metabolic pathways";"b2154"
"Metabolic pathways";"b2160"
"Metabolic pathways";"b2162"
"Metabolic pathways";"b2165"
"Metabolic pathways";"b2166"
"Metabolic pathways";"b2167"
"Metabolic pathways";"b2168"
"Metabolic pathways";"b2203"
"Metabolic pathways";"b2206"
"Metabolic pathways";"b2210"
"Metabolic pathways";"b2221"
"Metabolic pathways";"b2222"
"Metabolic pathways";"b2224"
"Metabolic pathways";"b2232"
"Metabolic pathways";"b2234"
"Metabolic pathways";"b2235"
"Metabolic pathways";"b2245"
"Metabolic pathways";"b2247"
"Metabolic pathways";"b2253"
"Metabolic pathways";"b2254"
"Metabolic pathways";"b2255"
"Metabolic pathways";"b2256"
"Metabolic pathways";"b2260"
"Metabolic pathways";"b2261"
"Metabolic pathways";"b2262"
"Metabolic pathways";"b2263"
"Metabolic pathways";"b2264"
"Metabolic pathways";"b2265"
"Metabolic pathways";"b2276"
"Metabolic pathways";"b2277"
"Metabolic pathways";"b2278"
"Metabolic pathways";"b2279"
"Metabolic pathways";"b2280"
"Metabolic pathways";"b2281"
"Metabolic pathways";"b2282"
"Metabolic pathways";"b2283"
"Metabolic pathways";"b2284"
"Metabolic pathways";"b2285"
"Metabolic pathways";"b2286"
"Metabolic pathways";"b2287"
"Metabolic pathways";"b2288"
"Metabolic pathways";"b2290"
"Metabolic pathways";"b2291"
"Metabolic pathways";"b2293"
"Metabolic pathways";"b2296"
"Metabolic pathways";"b2297"
"Metabolic pathways";"b2301"
"Metabolic pathways";"b2311"
"Metabolic pathways";"b2312"
"Metabolic pathways";"b2315"
"Metabolic pathways";"b2316"
"Metabolic pathways";"b2320"
"Metabolic pathways";"b2323"
"Metabolic pathways";"b2329"
"Metabolic pathways";"b2341"
"Metabolic pathways";"b2342"
"Metabolic pathways";"b2361"
"Metabolic pathways";"b2366"
"Metabolic pathways";"b2373"
"Metabolic pathways";"b2388"
"Metabolic pathways";"b2400"
"Metabolic pathways";"b2407"
"Metabolic pathways";"b2414"
"Metabolic pathways";"b2417"
"Metabolic pathways";"b2418"
"Metabolic pathways";"b2421"
"Metabolic pathways";"b2428"
"Metabolic pathways";"b2430"
"Metabolic pathways";"b2436"
"Metabolic pathways";"b2440"
"Metabolic pathways";"b2441"
"Metabolic pathways";"b2451"
"Metabolic pathways";"b2453"
"Metabolic pathways";"b2455"
"Metabolic pathways";"b2458"
"Metabolic pathways";"b2459"
"Metabolic pathways";"b2463"
"Metabolic pathways";"b2464"
"Metabolic pathways";"b2465"
"Metabolic pathways";"b2472"
"Metabolic pathways";"b2476"
"Metabolic pathways";"b2478"
"Metabolic pathways";"b2498"
"Metabolic pathways";"b2499"
"Metabolic pathways";"b2500"
"Metabolic pathways";"b2502"
"Metabolic pathways";"b2507"
"Metabolic pathways";"b2508"
"Metabolic pathways";"b2515"
"Metabolic pathways";"b2518"
"Metabolic pathways";"b2519"
"Metabolic pathways";"b2521"
"Metabolic pathways";"b2523"
"Metabolic pathways";"b2530"
"Metabolic pathways";"b2533"
"Metabolic pathways";"b2538"
"Metabolic pathways";"b2539"
"Metabolic pathways";"b2540"
"Metabolic pathways";"b2541"
"Metabolic pathways";"b2542"
"Metabolic pathways";"b2551"
"Metabolic pathways";"b2557"
"Metabolic pathways";"b2563"
"Metabolic pathways";"b2564"
"Metabolic pathways";"b2574"
"Metabolic pathways";"b2585"
"Metabolic pathways";"b2593"
"Metabolic pathways";"b2599"
"Metabolic pathways";"b2600"
"Metabolic pathways";"b2601"
"Metabolic pathways";"b2615"
"Metabolic pathways";"b2659"
"Metabolic pathways";"b2660"
"Metabolic pathways";"b2661"
"Metabolic pathways";"b2662"
"Metabolic pathways";"b2675"
"Metabolic pathways";"b2676"
"Metabolic pathways";"b2687"
"Metabolic pathways";"b2688"
"Metabolic pathways";"b2700"
"Metabolic pathways";"b2702"
"Metabolic pathways";"b2703"
"Metabolic pathways";"b2704"
"Metabolic pathways";"b2705"
"Metabolic pathways";"b2744"
"Metabolic pathways";"b2746"
"Metabolic pathways";"b2747"
"Metabolic pathways";"b2750"
"Metabolic pathways";"b2751"
"Metabolic pathways";"b2752"
"Metabolic pathways";"b2762"
"Metabolic pathways";"b2763"
"Metabolic pathways";"b2764"
"Metabolic pathways";"b2765"
"Metabolic pathways";"b2777"
"Metabolic pathways";"b2779"
"Metabolic pathways";"b2780"
"Metabolic pathways";"b2781"
"Metabolic pathways";"b2784"
"Metabolic pathways";"b2787"
"Metabolic pathways";"b2794"
"Metabolic pathways";"b2795"
"Metabolic pathways";"b2797"
"Metabolic pathways";"b2799"
"Metabolic pathways";"b2800"
"Metabolic pathways";"b2802"
"Metabolic pathways";"b2803"
"Metabolic pathways";"b2818"
"Metabolic pathways";"b2827"
"Metabolic pathways";"b2838"
"Metabolic pathways";"b2840"
"Metabolic pathways";"b2842"
"Metabolic pathways";"b2843"
"Metabolic pathways";"b2844"
"Metabolic pathways";"b2866"
"Metabolic pathways";"b2867"
"Metabolic pathways";"b2868"
"Metabolic pathways";"b2873"
"Metabolic pathways";"b2874"
"Metabolic pathways";"b2877"
"Metabolic pathways";"b2883"
"Metabolic pathways";"b2889"
"Metabolic pathways";"b2903"
"Metabolic pathways";"b2904"
"Metabolic pathways";"b2905"
"Metabolic pathways";"b2906"
"Metabolic pathways";"b2907"
"Metabolic pathways";"b2912"
"Metabolic pathways";"b2913"
"Metabolic pathways";"b2914"
"Metabolic pathways";"b2917"
"Metabolic pathways";"b2919"
"Metabolic pathways";"b2920"
"Metabolic pathways";"b2925"
"Metabolic pathways";"b2926"
"Metabolic pathways";"b2927"
"Metabolic pathways";"b2929"
"Metabolic pathways";"b2930"
"Metabolic pathways";"b2933"
"Metabolic pathways";"b2934"
"Metabolic pathways";"b2935"
"Metabolic pathways";"b2937"
"Metabolic pathways";"b2938"
"Metabolic pathways";"b2942"
"Metabolic pathways";"b2947"
"Metabolic pathways";"b2954"
"Metabolic pathways";"b2957"
"Metabolic pathways";"b2965"
"Metabolic pathways";"b2976"
"Metabolic pathways";"b2979"
"Metabolic pathways";"b2988"
"Metabolic pathways";"b3008"
"Metabolic pathways";"b3011"
"Metabolic pathways";"b3018"
"Metabolic pathways";"b3032"
"Metabolic pathways";"b3034"
"Metabolic pathways";"b3041"
"Metabolic pathways";"b3052"
"Metabolic pathways";"b3058"
"Metabolic pathways";"b3059"
"Metabolic pathways";"b3061"
"Metabolic pathways";"b3062"
"Metabolic pathways";"b3073"
"Metabolic pathways";"b3076"
"Metabolic pathways";"b3077"
"Metabolic pathways";"b3085"
"Metabolic pathways";"b3091"
"Metabolic pathways";"b3092"
"Metabolic pathways";"b3114"
"Metabolic pathways";"b3115"
"Metabolic pathways";"b3117"
"Metabolic pathways";"b3124"
"Metabolic pathways";"b3125"
"Metabolic pathways";"b3126"
"Metabolic pathways";"b3128"
"Metabolic pathways";"b3132"
"Metabolic pathways";"b3133"
"Metabolic pathways";"b3136"
"Metabolic pathways";"b3137"
"Metabolic pathways";"b3138"
"Metabolic pathways";"b3139"
"Metabolic pathways";"b3140"
"Metabolic pathways";"b3172"
"Metabolic pathways";"b3176"
"Metabolic pathways";"b3177"
"Metabolic pathways";"b3182"
"Metabolic pathways";"b3189"
"Metabolic pathways";"b3197"
"Metabolic pathways";"b3198"
"Metabolic pathways";"b3208"
"Metabolic pathways";"b3212"
"Metabolic pathways";"b3213"
"Metabolic pathways";"b3222"
"Metabolic pathways";"b3223"
"Metabolic pathways";"b3225"
"Metabolic pathways";"b3236"
"Metabolic pathways";"b3248"
"Metabolic pathways";"b3253"
"Metabolic pathways";"b3255"
"Metabolic pathways";"b3256"
"Metabolic pathways";"b3281"
"Metabolic pathways";"b3288"
"Metabolic pathways";"b3338"
"Metabolic pathways";"b3355"
"Metabolic pathways";"b3359"
"Metabolic pathways";"b3365"
"Metabolic pathways";"b3366"
"Metabolic pathways";"b3368"
"Metabolic pathways";"b3380"
"Metabolic pathways";"b3385"
"Metabolic pathways";"b3386"
"Metabolic pathways";"b3389"
"Metabolic pathways";"b3390"
"Metabolic pathways";"b3396"
"Metabolic pathways";"b3397"
"Metabolic pathways";"b3399"
"Metabolic pathways";"b3403"
"Metabolic pathways";"b3412"
"Metabolic pathways";"b3416"
"Metabolic pathways";"b3417"
"Metabolic pathways";"b3425"
"Metabolic pathways";"b3428"
"Metabolic pathways";"b3429"
"Metabolic pathways";"b3430"
"Metabolic pathways";"b3431"
"Metabolic pathways";"b3432"
"Metabolic pathways";"b3433"
"Metabolic pathways";"b3437"
"Metabolic pathways";"b3441"
"Metabolic pathways";"b3447"
"Metabolic pathways";"b3475"
"Metabolic pathways";"b3500"
"Metabolic pathways";"b3517"
"Metabolic pathways";"b3519"
"Metabolic pathways";"b3526"
"Metabolic pathways";"b3533"
"Metabolic pathways";"b3551"
"Metabolic pathways";"b3553"
"Metabolic pathways";"b3564"
"Metabolic pathways";"b3565"
"Metabolic pathways";"b3571"
"Metabolic pathways";"b3572"
"Metabolic pathways";"b3575"
"Metabolic pathways";"b3580"
"Metabolic pathways";"b3581"
"Metabolic pathways";"b3582"
"Metabolic pathways";"b3583"
"Metabolic pathways";"b3588"
"Metabolic pathways";"b3589"
"Metabolic pathways";"b3591"
"Metabolic pathways";"b3599"
"Metabolic pathways";"b3600"
"Metabolic pathways";"b3605"
"Metabolic pathways";"b3607"
"Metabolic pathways";"b3612"
"Metabolic pathways";"b3616"
"Metabolic pathways";"b3617"
"Metabolic pathways";"b3619"
"Metabolic pathways";"b3620"
"Metabolic pathways";"b3621"
"Metabolic pathways";"b3622"
"Metabolic pathways";"b3623"
"Metabolic pathways";"b3625"
"Metabolic pathways";"b3626"
"Metabolic pathways";"b3627"
"Metabolic pathways";"b3628"
"Metabolic pathways";"b3630"
"Metabolic pathways";"b3631"
"Metabolic pathways";"b3632"
"Metabolic pathways";"b3633"
"Metabolic pathways";"b3634"
"Metabolic pathways";"b3639"
"Metabolic pathways";"b3640"
"Metabolic pathways";"b3642"
"Metabolic pathways";"b3648"
"Metabolic pathways";"b3650"
"Metabolic pathways";"b3665"
"Metabolic pathways";"b3670"
"Metabolic pathways";"b3671"
"Metabolic pathways";"b3693"
"Metabolic pathways";"b3708"
"Metabolic pathways";"b3729"
"Metabolic pathways";"b3730"
"Metabolic pathways";"b3731"
"Metabolic pathways";"b3732"
"Metabolic pathways";"b3733"
"Metabolic pathways";"b3734"
"Metabolic pathways";"b3735"
"Metabolic pathways";"b3736"
"Metabolic pathways";"b3737"
"Metabolic pathways";"b3738"
"Metabolic pathways";"b3744"
"Metabolic pathways";"b3752"
"Metabolic pathways";"b3769"
"Metabolic pathways";"b3770"
"Metabolic pathways";"b3771"
"Metabolic pathways";"b3772"
"Metabolic pathways";"b3774"
"Metabolic pathways";"b3779"
"Metabolic pathways";"b3784"
"Metabolic pathways";"b3786"
"Metabolic pathways";"b3787"
"Metabolic pathways";"b3788"
"Metabolic pathways";"b3789"
"Metabolic pathways";"b3790"
"Metabolic pathways";"b3791"
"Metabolic pathways";"b3803"
"Metabolic pathways";"b3804"
"Metabolic pathways";"b3805"
"Metabolic pathways";"b3806"
"Metabolic pathways";"b3809"
"Metabolic pathways";"b3812"
"Metabolic pathways";"b3821"
"Metabolic pathways";"b3829"
"Metabolic pathways";"b3830"
"Metabolic pathways";"b3831"
"Metabolic pathways";"b3833"
"Metabolic pathways";"b3843"
"Metabolic pathways";"b3844"
"Metabolic pathways";"b3845"
"Metabolic pathways";"b3846"
"Metabolic pathways";"b3850"
"Metabolic pathways";"b3857"
"Metabolic pathways";"b3867"
"Metabolic pathways";"b3870"
"Metabolic pathways";"b3879"
"Metabolic pathways";"b3882"
"Metabolic pathways";"b3892"
"Metabolic pathways";"b3893"
"Metabolic pathways";"b3894"
"Metabolic pathways";"b3902"
"Metabolic pathways";"b3903"
"Metabolic pathways";"b3904"
"Metabolic pathways";"b3916"
"Metabolic pathways";"b3919"
"Metabolic pathways";"b3925"
"Metabolic pathways";"b3926"
"Metabolic pathways";"b3930"
"Metabolic pathways";"b3939"
"Metabolic pathways";"b3940"
"Metabolic pathways";"b3941"
"Metabolic pathways";"b3942"
"Metabolic pathways";"b3945"
"Metabolic pathways";"b3956"
"Metabolic pathways";"b3957"
"Metabolic pathways";"b3958"
"Metabolic pathways";"b3959"
"Metabolic pathways";"b3960"
"Metabolic pathways";"b3962"
"Metabolic pathways";"b3967"
"Metabolic pathways";"b3972"
"Metabolic pathways";"b3973"
"Metabolic pathways";"b3974"
"Metabolic pathways";"b3990"
"Metabolic pathways";"b3991"
"Metabolic pathways";"b3992"
"Metabolic pathways";"b3993"
"Metabolic pathways";"b3994"
"Metabolic pathways";"b3996"
"Metabolic pathways";"b3997"
"Metabolic pathways";"b4005"
"Metabolic pathways";"b4006"
"Metabolic pathways";"b4013"
"Metabolic pathways";"b4014"
"Metabolic pathways";"b4015"
"Metabolic pathways";"b4019"
"Metabolic pathways";"b4024"
"Metabolic pathways";"b4025"
"Metabolic pathways";"b4039"
"Metabolic pathways";"b4040"
"Metabolic pathways";"b4041"
"Metabolic pathways";"b4042"
"Metabolic pathways";"b4053"
"Metabolic pathways";"b4054"
"Metabolic pathways";"b4055"
"Metabolic pathways";"b4069"
"Metabolic pathways";"b4070"
"Metabolic pathways";"b4079"
"Metabolic pathways";"b4084"
"Metabolic pathways";"b4085"
"Metabolic pathways";"b4090"
"Metabolic pathways";"b4092"
"Metabolic pathways";"b4094"
"Metabolic pathways";"b4095"
"Metabolic pathways";"b4096"
"Metabolic pathways";"b4098"
"Metabolic pathways";"b4099"
"Metabolic pathways";"b4100"
"Metabolic pathways";"b4101"
"Metabolic pathways";"b4114"
"Metabolic pathways";"b4117"
"Metabolic pathways";"b4119"
"Metabolic pathways";"b4122"
"Metabolic pathways";"b4131"
"Metabolic pathways";"b4139"
"Metabolic pathways";"b4151"
"Metabolic pathways";"b4152"
"Metabolic pathways";"b4153"
"Metabolic pathways";"b4154"
"Metabolic pathways";"b4160"
"Metabolic pathways";"b4161"
"Metabolic pathways";"b4171"
"Metabolic pathways";"b4177"
"Metabolic pathways";"b4192"
"Metabolic pathways";"b4193"
"Metabolic pathways";"b4194"
"Metabolic pathways";"b4195"
"Metabolic pathways";"b4196"
"Metabolic pathways";"b4197"
"Metabolic pathways";"b4198"
"Metabolic pathways";"b4211"
"Metabolic pathways";"b4213"
"Metabolic pathways";"b4214"
"Metabolic pathways";"b4232"
"Metabolic pathways";"b4238"
"Metabolic pathways";"b4239"
"Metabolic pathways";"b4244"
"Metabolic pathways";"b4245"
"Metabolic pathways";"b4254"
"Metabolic pathways";"b4260"
"Metabolic pathways";"b4268"
"Metabolic pathways";"b4269"
"Metabolic pathways";"b4297"
"Metabolic pathways";"b4298"
"Metabolic pathways";"b4302"
"Metabolic pathways";"b4304"
"Metabolic pathways";"b4322"
"Metabolic pathways";"b4323"
"Metabolic pathways";"b4358"
"Metabolic pathways";"b4374"
"Metabolic pathways";"b4381"
"Metabolic pathways";"b4382"
"Metabolic pathways";"b4383"
"Metabolic pathways";"b4384"
"Metabolic pathways";"b4386"
"Metabolic pathways";"b4388"
"Metabolic pathways";"b4390"
"Metabolic pathways";"b4394"
"Metabolic pathways";"b4395"
"Metabolic pathways";"b4465"
"Metabolic pathways";"b4467"
"Metabolic pathways";"b4468"
"Metabolic pathways";"b4471"
"Metabolic pathways";"b4477"
"Metabolic pathways";"b4478"
"Metabolic pathways";"b4565"
"Biosynthesis of secondary metabolites";"b0002"
"Biosynthesis of secondary metabolites";"b0003"
"Biosynthesis of secondary metabolites";"b0004"
"Biosynthesis of secondary metabolites";"b0008"
"Biosynthesis of secondary metabolites";"b0025"
"Biosynthesis of secondary metabolites";"b0029"
"Biosynthesis of secondary metabolites";"b0031"
"Biosynthesis of secondary metabolites";"b0071"
"Biosynthesis of secondary metabolites";"b0072"
"Biosynthesis of secondary metabolites";"b0073"
"Biosynthesis of secondary metabolites";"b0074"
"Biosynthesis of secondary metabolites";"b0077"
"Biosynthesis of secondary metabolites";"b0078"
"Biosynthesis of secondary metabolites";"b0114"
"Biosynthesis of secondary metabolites";"b0115"
"Biosynthesis of secondary metabolites";"b0116"
"Biosynthesis of secondary metabolites";"b0118"
"Biosynthesis of secondary metabolites";"b0124"
"Biosynthesis of secondary metabolites";"b0125"
"Biosynthesis of secondary metabolites";"b0131"
"Biosynthesis of secondary metabolites";"b0133"
"Biosynthesis of secondary metabolites";"b0134"
"Biosynthesis of secondary metabolites";"b0154"
"Biosynthesis of secondary metabolites";"b0173"
"Biosynthesis of secondary metabolites";"b0174"
"Biosynthesis of secondary metabolites";"b0175"
"Biosynthesis of secondary metabolites";"b0185"
"Biosynthesis of secondary metabolites";"b0186"
"Biosynthesis of secondary metabolites";"b0238"
"Biosynthesis of secondary metabolites";"b0242"
"Biosynthesis of secondary metabolites";"b0243"
"Biosynthesis of secondary metabolites";"b0261"
"Biosynthesis of secondary metabolites";"b0273"
"Biosynthesis of secondary metabolites";"b0325"
"Biosynthesis of secondary metabolites";"b0356"
"Biosynthesis of secondary metabolites";"b0369"
"Biosynthesis of secondary metabolites";"b0386"
"Biosynthesis of secondary metabolites";"b0388"
"Biosynthesis of secondary metabolites";"b0391"
"Biosynthesis of secondary metabolites";"b0394"
"Biosynthesis of secondary metabolites";"b0403"
"Biosynthesis of secondary metabolites";"b0414"
"Biosynthesis of secondary metabolites";"b0415"
"Biosynthesis of secondary metabolites";"b0420"
"Biosynthesis of secondary metabolites";"b0421"
"Biosynthesis of secondary metabolites";"b0425"
"Biosynthesis of secondary metabolites";"b0428"
"Biosynthesis of secondary metabolites";"b0474"
"Biosynthesis of secondary metabolites";"b0475"
"Biosynthesis of secondary metabolites";"b0480"
"Biosynthesis of secondary metabolites";"b0514"
"Biosynthesis of secondary metabolites";"b0522"
"Biosynthesis of secondary metabolites";"b0523"
"Biosynthesis of secondary metabolites";"b0583"
"Biosynthesis of secondary metabolites";"b0586"
"Biosynthesis of secondary metabolites";"b0593"
"Biosynthesis of secondary metabolites";"b0594"
"Biosynthesis of secondary metabolites";"b0595"
"Biosynthesis of secondary metabolites";"b0596"
"Biosynthesis of secondary metabolites";"b0662"
"Biosynthesis of secondary metabolites";"b0674"
"Biosynthesis of secondary metabolites";"b0675"
"Biosynthesis of secondary metabolites";"b0688"
"Biosynthesis of secondary metabolites";"b0693"
"Biosynthesis of secondary metabolites";"b0720"
"Biosynthesis of secondary metabolites";"b0721"
"Biosynthesis of secondary metabolites";"b0722"
"Biosynthesis of secondary metabolites";"b0723"
"Biosynthesis of secondary metabolites";"b0724"
"Biosynthesis of secondary metabolites";"b0726"
"Biosynthesis of secondary metabolites";"b0727"
"Biosynthesis of secondary metabolites";"b0728"
"Biosynthesis of secondary metabolites";"b0729"
"Biosynthesis of secondary metabolites";"b0754"
"Biosynthesis of secondary metabolites";"b0755"
"Biosynthesis of secondary metabolites";"b0756"
"Biosynthesis of secondary metabolites";"b0767"
"Biosynthesis of secondary metabolites";"b0771"
"Biosynthesis of secondary metabolites";"b0801"
"Biosynthesis of secondary metabolites";"b0828"
"Biosynthesis of secondary metabolites";"b0844"
"Biosynthesis of secondary metabolites";"b0870"
"Biosynthesis of secondary metabolites";"b0907"
"Biosynthesis of secondary metabolites";"b0908"
"Biosynthesis of secondary metabolites";"b0928"
"Biosynthesis of secondary metabolites";"b1004"
"Biosynthesis of secondary metabolites";"b1014"
"Biosynthesis of secondary metabolites";"b1033"
"Biosynthesis of secondary metabolites";"b1090"
"Biosynthesis of secondary metabolites";"b1092"
"Biosynthesis of secondary metabolites";"b1093"
"Biosynthesis of secondary metabolites";"b1094"
"Biosynthesis of secondary metabolites";"b1131"
"Biosynthesis of secondary metabolites";"b1136"
"Biosynthesis of secondary metabolites";"b1197"
"Biosynthesis of secondary metabolites";"b1207"
"Biosynthesis of secondary metabolites";"b1208"
"Biosynthesis of secondary metabolites";"b1210"
"Biosynthesis of secondary metabolites";"b1236"
"Biosynthesis of secondary metabolites";"b1241"
"Biosynthesis of secondary metabolites";"b1260"
"Biosynthesis of secondary metabolites";"b1261"
"Biosynthesis of secondary metabolites";"b1262"
"Biosynthesis of secondary metabolites";"b1263"
"Biosynthesis of secondary metabolites";"b1264"
"Biosynthesis of secondary metabolites";"b1276"
"Biosynthesis of secondary metabolites";"b1277"
"Biosynthesis of secondary metabolites";"b1288"
"Biosynthesis of secondary metabolites";"b1378"
"Biosynthesis of secondary metabolites";"b1386"
"Biosynthesis of secondary metabolites";"b1393"
"Biosynthesis of secondary metabolites";"b1409"
"Biosynthesis of secondary metabolites";"b1478"
"Biosynthesis of secondary metabolites";"b1493"
"Biosynthesis of secondary metabolites";"b1611"
"Biosynthesis of secondary metabolites";"b1612"
"Biosynthesis of secondary metabolites";"b1613"
"Biosynthesis of secondary metabolites";"b1617"
"Biosynthesis of secondary metabolites";"b1622"
"Biosynthesis of secondary metabolites";"b1662"
"Biosynthesis of secondary metabolites";"b1675"
"Biosynthesis of secondary metabolites";"b1676"
"Biosynthesis of secondary metabolites";"b1686"
"Biosynthesis of secondary metabolites";"b1692"
"Biosynthesis of secondary metabolites";"b1693"
"Biosynthesis of secondary metabolites";"b1702"
"Biosynthesis of secondary metabolites";"b1704"
"Biosynthesis of secondary metabolites";"b1723"
"Biosynthesis of secondary metabolites";"b1732"
"Biosynthesis of secondary metabolites";"b1767"
"Biosynthesis of secondary metabolites";"b1779"
"Biosynthesis of secondary metabolites";"b1780"
"Biosynthesis of secondary metabolites";"b1814"
"Biosynthesis of secondary metabolites";"b1849"
"Biosynthesis of secondary metabolites";"b1852"
"Biosynthesis of secondary metabolites";"b1854"
"Biosynthesis of secondary metabolites";"b1896"
"Biosynthesis of secondary metabolites";"b1897"
"Biosynthesis of secondary metabolites";"b1927"
"Biosynthesis of secondary metabolites";"b2019"
"Biosynthesis of secondary metabolites";"b2020"
"Biosynthesis of secondary metabolites";"b2021"
"Biosynthesis of secondary metabolites";"b2022"
"Biosynthesis of secondary metabolites";"b2023"
"Biosynthesis of secondary metabolites";"b2024"
"Biosynthesis of secondary metabolites";"b2025"
"Biosynthesis of secondary metabolites";"b2026"
"Biosynthesis of secondary metabolites";"b2029"
"Biosynthesis of secondary metabolites";"b2038"
"Biosynthesis of secondary metabolites";"b2039"
"Biosynthesis of secondary metabolites";"b2040"
"Biosynthesis of secondary metabolites";"b2041"
"Biosynthesis of secondary metabolites";"b2042"
"Biosynthesis of secondary metabolites";"b2048"
"Biosynthesis of secondary metabolites";"b2049"
"Biosynthesis of secondary metabolites";"b2097"
"Biosynthesis of secondary metabolites";"b2132"
"Biosynthesis of secondary metabolites";"b2210"
"Biosynthesis of secondary metabolites";"b2224"
"Biosynthesis of secondary metabolites";"b2232"
"Biosynthesis of secondary metabolites";"b2241"
"Biosynthesis of secondary metabolites";"b2242"
"Biosynthesis of secondary metabolites";"b2243"
"Biosynthesis of secondary metabolites";"b2260"
"Biosynthesis of secondary metabolites";"b2261"
"Biosynthesis of secondary metabolites";"b2262"
"Biosynthesis of secondary metabolites";"b2263"
"Biosynthesis of secondary metabolites";"b2264"
"Biosynthesis of secondary metabolites";"b2265"
"Biosynthesis of secondary metabolites";"b2290"
"Biosynthesis of secondary metabolites";"b2311"
"Biosynthesis of secondary metabolites";"b2312"
"Biosynthesis of secondary metabolites";"b2316"
"Biosynthesis of secondary metabolites";"b2329"
"Biosynthesis of secondary metabolites";"b2341"
"Biosynthesis of secondary metabolites";"b2342"
"Biosynthesis of secondary metabolites";"b2388"
